order_id,order_date,ship_date,days_to_ship,product_name,category,subcategory,city,province,quantity,unit_price,discount_pct,discounted_price,revenue,cost,profit,payment_method,order_status
AHS-1436,10-Nov-2024,11-Nov-2024,1,Modern Rug MD-212,Rugs,Modern Rugs,Lahore,Punjab,1,8999,0,8999,8999,5500,3499,COD,Delivered
AHS-1437,10-Nov-2024,13-Nov-2024,3,Fleece Blanket Grey,Bedding,Blankets,Islamabad,ICT,2,3500,0.15,2975,5950,3600,2350,JazzCash,Delivered
AHS-1438,10-Nov-2024,13-Nov-2024,3,Luxury Velvet Rug LV-315,Rugs,Luxury Velvet Rugs,Lahore,Punjab,2,9999,0.15,8499,16998,12400,4598,Bank Transfer,Delivered
AHS-1439,10-Nov-2024,13-Nov-2024,3,Luxury Velvet Rug LV-310,Rugs,Luxury Velvet Rugs,Quetta,Balochistan,1,8999,0.15,7649,7649,5500,2149,Bank Transfer,Returned
AHS-1440,11-Nov-2024,12-Nov-2024,1,Modern Rug MD-208,Rugs,Modern Rugs,Islamabad,ICT,1,6999,0,6999,6999,4000,2999,Bank Transfer,Delivered
AHS-1441,12-Nov-2024,13-Nov-2024,1,Modern Rug MD-212,Rugs,Modern Rugs,Lahore,Punjab,1,8999,0.1,8099,8099,5500,2599,COD,Delivered
AHS-1442,13-Nov-2024,16-Nov-2024,3,Luxury Velvet Rug LV-307,Rugs,Luxury Velvet Rugs,Karachi,Sindh,1,8999,0.15,7649,7649,5500,2149,COD,Delivered
AHS-1443,14-Nov-2024,18-Nov-2024,4,Luxury Velvet Rug LV-312,Rugs,Luxury Velvet Rugs,Hyderabad,Sindh,1,9999,0.2,7999,7999,6200,1799,COD,Delivered
AHS-1444,14-Nov-2024,17-Nov-2024,3,Luxury Velvet Rug LV-307,Rugs,Luxury Velvet Rugs,Karachi,Sindh,1,8999,0.2,7199,7199,5500,1699,JazzCash,Delivered
AHS-1445,15-Nov-2024,16-Nov-2024,1,Luxury Velvet Rug LV-307,Rugs,Luxury Velvet Rugs,Karachi,Sindh,3,8999,0.15,7649,22947,16500,6447,EasyPaisa,Delivered
AHS-1446,15-Nov-2024,17-Nov-2024,2,Kitchen Anti-Fatigue Mat,Mats,Mats,Multan,Punjab,1,2499,0.15,2124,2124,1300,824,COD,Delivered
AHS-1447,15-Nov-2024,18-Nov-2024,3,Premium Bath Mat,Mats,Mats,Lahore,Punjab,3,1999,0.28,1439,4317,3000,1317,Bank Transfer,Delivered
AHS-1448,16-Nov-2024,20-Nov-2024,4,Moonlace Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Rawalpindi,Punjab,1,5999,0.1,5399,5399,3200,2199,COD,Delivered
AHS-1449,16-Nov-2024,18-Nov-2024,2,Luxury Velvet Rug LV-307,Rugs,Luxury Velvet Rugs,Karachi,Sindh,2,8999,0,8999,17998,11000,6998,Bank Transfer,Delivered
AHS-1450,16-Nov-2024,19-Nov-2024,3,Modern Rug MD-202,Rugs,Modern Rugs,Karachi,Sindh,1,6999,0.15,5949,5949,4000,1949,EasyPaisa,Delivered
AHS-1451,16-Nov-2024,18-Nov-2024,2,Opal Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2650,0.1,2385,2385,1400,985,COD,Delivered
AHS-1452,17-Nov-2024,20-Nov-2024,3,Luxury Velvet Rug LV-310,Rugs,Luxury Velvet Rugs,Islamabad,ICT,1,8999,0.1,8099,8099,5500,2599,Bank Transfer,Delivered
AHS-1453,17-Nov-2024,18-Nov-2024,1,Moonlace Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Karachi,Sindh,1,5999,0.15,5099,5099,3200,1899,COD,Delivered
AHS-1454,17-Nov-2024,18-Nov-2024,1,Lavender Stripe Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,2,2999,0,2999,5998,3000,2998,JazzCash,Delivered
AHS-1455,18-Nov-2024,19-Nov-2024,1,Luxury Velvet Rug LV-309,Rugs,Luxury Velvet Rugs,Islamabad,ICT,1,8999,0.1,8099,8099,5500,2599,JazzCash,Delivered
AHS-1456,18-Nov-2024,21-Nov-2024,3,Luxury Velvet Rug LV-326,Rugs,Luxury Velvet Rugs,Karachi,Sindh,1,11999,0,11999,11999,7500,4499,Bank Transfer,Delivered
AHS-1457,18-Nov-2024,20-Nov-2024,2,Modern Rug MD-213,Rugs,Modern Rugs,Karachi,Sindh,1,6999,0,6999,6999,4000,2999,Bank Transfer,Delivered
AHS-1458,19-Nov-2024,21-Nov-2024,2,Night Petals Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0,2999,2999,1500,1499,Bank Transfer,Delivered
AHS-1459,19-Nov-2024,20-Nov-2024,1,Rosewood Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Karachi,Sindh,1,5999,0.1,5399,5399,3200,2199,COD,Cancelled
AHS-1460,20-Nov-2024,25-Nov-2024,5,Luxury Velvet Rug LV-304,Rugs,Luxury Velvet Rugs,Faisalabad,Punjab,1,8999,0.2,7199,7199,5500,1699,Bank Transfer,Delivered
AHS-1461,21-Nov-2024,23-Nov-2024,2,Grey Blossom Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2999,0,2999,2999,1500,1499,COD,Delivered
AHS-1462,21-Nov-2024,25-Nov-2024,4,Moonlace Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Multan,Punjab,1,5999,0,5999,5999,3200,2799,COD,Delivered
AHS-1463,21-Nov-2024,24-Nov-2024,3,Modern Rug MD-213,Rugs,Modern Rugs,Lahore,Punjab,2,6999,0,6999,13998,8000,5998,COD,Delivered
AHS-1464,22-Nov-2024,26-Nov-2024,4,Luxury Velvet Rug LV-324,Rugs,Luxury Velvet Rugs,Hyderabad,Sindh,1,8999,0.2,7199,7199,5500,1699,COD,Delivered
AHS-1465,22-Nov-2024,25-Nov-2024,3,Nexus Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,2,2650,0,2650,5300,2800,2500,COD,Delivered
AHS-1466,23-Nov-2024,24-Nov-2024,1,Night Petals Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,2,2999,0,2999,5998,3000,2998,JazzCash,Cancelled
AHS-1467,25-Nov-2024,26-Nov-2024,1,Terracotta Bloom Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0.15,2549,2549,1500,1049,EasyPaisa,Delivered
AHS-1468,25-Nov-2024,28-Nov-2024,3,Fleece Blanket Purple,Bedding,Blankets,Lahore,Punjab,2,3500,0.15,2975,5950,3600,2350,Bank Transfer,Delivered
AHS-1469,25-Nov-2024,30-Nov-2024,5,Luxury Velvet Rug LV-307,Rugs,Luxury Velvet Rugs,Peshawar,KPK,1,8999,0.2,7199,7199,5500,1699,Bank Transfer,Delivered
AHS-1470,26-Nov-2024,27-Nov-2024,1,Chestnut Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2999,0.1,2699,2699,1500,1199,JazzCash,Delivered
AHS-1471,26-Nov-2024,30-Nov-2024,4,Premium Bath Mat,Mats,Mats,Faisalabad,Punjab,2,1999,0.2,1599,3198,2000,1198,EasyPaisa,Delivered
AHS-1472,26-Nov-2024,1-Dec-2024,5,Luxury Velvet Rug LV-315,Rugs,Luxury Velvet Rugs,Rawalpindi,Punjab,1,9999,0.1,8999,8999,6200,2799,COD,Delivered
AHS-1473,26-Nov-2024,28-Nov-2024,2,Serenity Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,2,2650,0.15,2252,4504,2800,1704,COD,Delivered
AHS-1474,27-Nov-2024,30-Nov-2024,3,Luxury Velvet Rug LV-312,Rugs,Luxury Velvet Rugs,Karachi,Sindh,2,9999,0,9999,19998,12400,7598,COD,Delivered
AHS-1475,27-Nov-2024,1-Dec-2024,4,Silva Bedsheet,Bedding,Bed Sheets,Sialkot,Punjab,1,2650,0,2650,2650,1400,1250,EasyPaisa,Delivered
AHS-1476,27-Nov-2024,2-Dec-2024,5,Fleece Blanket Grey,Bedding,Blankets,Faisalabad,Punjab,1,3500,0,3500,3500,1800,1700,JazzCash,Delivered
AHS-1477,27-Nov-2024,1-Dec-2024,4,Modern Rug MD-208,Rugs,Modern Rugs,Faisalabad,Punjab,2,6999,0.15,5949,11898,8000,3898,COD,Delivered
AHS-1478,28-Nov-2024,29-Nov-2024,1,Modern Rug MD-211,Rugs,Modern Rugs,Lahore,Punjab,2,8999,0.1,8099,16198,11000,5198,COD,Delivered
AHS-1479,28-Nov-2024,30-Nov-2024,2,Jingle Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2650,0.2,2120,2120,1400,720,COD,Delivered
AHS-1480,28-Nov-2024,30-Nov-2024,2,Modern Rug MD-211,Rugs,Modern Rugs,Lahore,Punjab,3,8999,0.15,7649,22947,16500,6447,COD,Delivered
AHS-1481,29-Nov-2024,3-Dec-2024,4,Grey Blossom Bedsheet,Bedding,Bed Sheets,Hyderabad,Sindh,1,2999,0.1,2699,2699,1500,1199,EasyPaisa,Delivered
AHS-1482,29-Nov-2024,30-Nov-2024,1,Nexus Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2650,0,2650,2650,1400,1250,JazzCash,Delivered
AHS-1483,29-Nov-2024,1-Dec-2024,2,Moonlace Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Rawalpindi,Punjab,1,5999,0.1,5399,5399,3200,2199,EasyPaisa,Delivered
AHS-1484,30-Nov-2024,4-Dec-2024,4,Modern Rug MD-207,Rugs,Modern Rugs,Quetta,Balochistan,1,6999,0.1,6299,6299,4000,2299,COD,Delivered
AHS-1485,30-Nov-2024,3-Dec-2024,3,Fleece Blanket Grey,Bedding,Blankets,Lahore,Punjab,1,3500,0,3500,3500,1800,1700,COD,Delivered
AHS-1486,1-Dec-2024,5-Dec-2024,4,Modern Rug MD-212,Rugs,Modern Rugs,Multan,Punjab,1,8999,0,8999,8999,5500,3499,Bank Transfer,Delivered
AHS-1487,1-Dec-2024,5-Dec-2024,4,Water Absorbent Anti-Slip Mat Set,Mats,Mats,Rawalpindi,Punjab,1,2099,0,2099,2099,1100,999,COD,Delivered
AHS-1488,1-Dec-2024,4-Dec-2024,3,Luxury Velvet Rug LV-307,Rugs,Luxury Velvet Rugs,Peshawar,KPK,1,8999,0.15,7649,7649,5500,2149,COD,Delivered
AHS-1489,2-Dec-2024,6-Dec-2024,4,Modern Rug MD-212,Rugs,Modern Rugs,Faisalabad,Punjab,2,8999,0.15,7649,15298,11000,4298,Bank Transfer,Delivered
AHS-1490,2-Dec-2024,7-Dec-2024,5,Terracotta Bloom Bedsheet,Bedding,Bed Sheets,Faisalabad,Punjab,1,2999,0.28,2159,2159,1500,659,COD,Delivered
AHS-1491,2-Dec-2024,5-Dec-2024,3,Serenity Bedsheet,Bedding,Bed Sheets,Islamabad,ICT,3,2650,0.15,2252,6756,4200,2556,Bank Transfer,Delivered
AHS-1492,2-Dec-2024,5-Dec-2024,3,Modern Rug MD-213,Rugs,Modern Rugs,Rawalpindi,Punjab,1,6999,0.2,5599,5599,4000,1599,COD,Delivered
AHS-1493,3-Dec-2024,4-Dec-2024,1,Water Absorbent Anti-Slip Mat Set,Mats,Mats,Karachi,Sindh,1,2099,0,2099,2099,1100,999,EasyPaisa,Delivered
AHS-1494,3-Dec-2024,7-Dec-2024,4,Luxury Velvet Rug LV-309,Rugs,Luxury Velvet Rugs,Rawalpindi,Punjab,1,8999,0,8999,8999,5500,3499,COD,Delivered
AHS-1495,4-Dec-2024,7-Dec-2024,3,Luxury Velvet Rug LV-312,Rugs,Luxury Velvet Rugs,Karachi,Sindh,1,9999,0.2,7999,7999,6200,1799,EasyPaisa,Delivered
AHS-1496,4-Dec-2024,9-Dec-2024,5,Kitchen Anti-Fatigue Mat,Mats,Mats,Hyderabad,Sindh,1,2499,0.2,1999,1999,1300,699,EasyPaisa,Delivered
AHS-1497,4-Dec-2024,6-Dec-2024,2,Modern Rug MD-212,Rugs,Modern Rugs,Lahore,Punjab,1,8999,0.2,7199,7199,5500,1699,COD,Delivered
AHS-1498,4-Dec-2024,6-Dec-2024,2,Premium Bath Mat,Mats,Mats,Peshawar,KPK,3,1999,0,1999,5997,3000,2997,COD,Delivered
AHS-1499,5-Dec-2024,6-Dec-2024,1,Modern Rug MD-208,Rugs,Modern Rugs,Lahore,Punjab,3,6999,0,6999,20997,12000,8997,COD,Delivered
AHS-1500,5-Dec-2024,7-Dec-2024,2,Coco Blossom Bedsheet,Bedding,Bed Sheets,Islamabad,ICT,1,2999,0.15,2549,2549,1500,1049,COD,Delivered
AHS-1501,5-Dec-2024,7-Dec-2024,2,Luxury Velvet Rug LV-326,Rugs,Luxury Velvet Rugs,Lahore,Punjab,3,11999,0,11999,35997,22500,13497,COD,Delivered
AHS-1502,6-Dec-2024,9-Dec-2024,3,Opal Bedsheet,Bedding,Bed Sheets,Peshawar,KPK,2,2650,0.1,2385,4770,2800,1970,COD,Delivered
AHS-1503,6-Dec-2024,9-Dec-2024,3,Moonlace Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Rawalpindi,Punjab,1,5999,0,5999,5999,3200,2799,Bank Transfer,Delivered
AHS-1504,6-Dec-2024,10-Dec-2024,4,Lavender Stripe Bedsheet,Bedding,Bed Sheets,Multan,Punjab,1,2999,0,2999,2999,1500,1499,Bank Transfer,Delivered
AHS-1505,7-Dec-2024,10-Dec-2024,3,Luxury Velvet Rug LV-326,Rugs,Luxury Velvet Rugs,Peshawar,KPK,3,11999,0,11999,35997,22500,13497,COD,Delivered
AHS-1506,7-Dec-2024,10-Dec-2024,3,Coco Blossom Bedsheet,Bedding,Bed Sheets,Hyderabad,Sindh,2,2999,0.1,2699,5398,3000,2398,Bank Transfer,Delivered
AHS-1507,7-Dec-2024,9-Dec-2024,2,Chestnut Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Faisalabad,Punjab,1,5999,0,5999,5999,3200,2799,Bank Transfer,Delivered
AHS-1508,7-Dec-2024,9-Dec-2024,2,Luxury Velvet Rug LV-315,Rugs,Luxury Velvet Rugs,Peshawar,KPK,1,9999,0.1,8999,8999,6200,2799,JazzCash,Delivered
AHS-1509,7-Dec-2024,10-Dec-2024,3,Mosaic Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2650,0.1,2385,2385,1400,985,COD,Delivered
AHS-1510,8-Dec-2024,11-Dec-2024,3,Night Petals Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0,2999,2999,1500,1499,COD,Delivered
AHS-1511,8-Dec-2024,10-Dec-2024,2,Fleece Blanket Grey,Bedding,Blankets,Rawalpindi,Punjab,2,3500,0.1,3150,6300,3600,2700,COD,Delivered
AHS-1512,10-Dec-2024,13-Dec-2024,3,Fleece Blanket Beige,Bedding,Blankets,Karachi,Sindh,1,3500,0,3500,3500,1800,1700,COD,Delivered
AHS-1513,10-Dec-2024,13-Dec-2024,3,Rosewood Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Lahore,Punjab,1,5999,0,5999,5999,3200,2799,JazzCash,Delivered
AHS-1514,10-Dec-2024,13-Dec-2024,3,Modern Rug MD-207,Rugs,Modern Rugs,Lahore,Punjab,1,6999,0.15,5949,5949,4000,1949,EasyPaisa,Delivered
AHS-1515,10-Dec-2024,12-Dec-2024,2,Modern Rug MD-208,Rugs,Modern Rugs,Karachi,Sindh,1,6999,0.1,6299,6299,4000,2299,COD,Delivered
AHS-1516,10-Dec-2024,11-Dec-2024,1,Moonlace Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Lahore,Punjab,3,5999,0,5999,17997,9600,8397,EasyPaisa,Delivered
AHS-1517,11-Dec-2024,12-Dec-2024,1,Fleece Blanket Beige,Bedding,Blankets,Lahore,Punjab,1,3500,0.1,3150,3150,1800,1350,EasyPaisa,Delivered
AHS-1518,11-Dec-2024,15-Dec-2024,4,Opal Bedsheet,Bedding,Bed Sheets,Peshawar,KPK,1,2650,0,2650,2650,1400,1250,COD,Delivered
AHS-1519,12-Dec-2024,14-Dec-2024,2,Nexus Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2650,0,2650,2650,1400,1250,COD,Delivered
AHS-1520,12-Dec-2024,14-Dec-2024,2,Modern Rug MD-207,Rugs,Modern Rugs,Multan,Punjab,1,6999,0.15,5949,5949,4000,1949,Bank Transfer,Delivered
AHS-1521,13-Dec-2024,16-Dec-2024,3,Coco Blossom Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,2,2999,0.1,2699,5398,3000,2398,COD,Delivered
AHS-1522,13-Dec-2024,16-Dec-2024,3,Luxury Velvet Rug LV-315,Rugs,Luxury Velvet Rugs,Faisalabad,Punjab,1,9999,0.2,7999,7999,6200,1799,Bank Transfer,Delivered
AHS-1523,13-Dec-2024,17-Dec-2024,4,Modern Rug MD-207,Rugs,Modern Rugs,Quetta,Balochistan,1,6999,0.1,6299,6299,4000,2299,COD,Delivered
AHS-1524,13-Dec-2024,17-Dec-2024,4,Opal Bedsheet,Bedding,Bed Sheets,Rawalpindi,Punjab,1,2650,0.15,2252,2252,1400,852,Bank Transfer,Delivered
AHS-1525,13-Dec-2024,15-Dec-2024,2,Modern Rug MD-212,Rugs,Modern Rugs,Islamabad,ICT,2,8999,0,8999,17998,11000,6998,COD,Delivered
AHS-1526,14-Dec-2024,15-Dec-2024,1,Luxury Velvet Rug LV-315,Rugs,Luxury Velvet Rugs,Karachi,Sindh,2,9999,0.2,7999,15998,12400,3598,COD,Delivered
AHS-1527,15-Dec-2024,18-Dec-2024,3,Modern Rug MD-211,Rugs,Modern Rugs,Multan,Punjab,2,8999,0.2,7199,14398,11000,3398,COD,Delivered
AHS-1528,15-Dec-2024,18-Dec-2024,3,Luxury Velvet Rug LV-309,Rugs,Luxury Velvet Rugs,Sialkot,Punjab,1,8999,0,8999,8999,5500,3499,COD,Delivered
AHS-1529,15-Dec-2024,16-Dec-2024,1,Nexus Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,2,2650,0.1,2385,4770,2800,1970,COD,Delivered
AHS-1530,15-Dec-2024,17-Dec-2024,2,Modern Rug MD-208,Rugs,Modern Rugs,Faisalabad,Punjab,1,6999,0.1,6299,6299,4000,2299,COD,Delivered
AHS-1531,15-Dec-2024,17-Dec-2024,2,Luxury Velvet Rug LV-304,Rugs,Luxury Velvet Rugs,Peshawar,KPK,1,8999,0.15,7649,7649,5500,2149,COD,Delivered
AHS-1532,16-Dec-2024,20-Dec-2024,4,Moonlace Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Multan,Punjab,1,5999,0.15,5099,5099,3200,1899,Bank Transfer,Delivered
AHS-1533,16-Dec-2024,18-Dec-2024,2,Modern Rug MD-202,Rugs,Modern Rugs,Karachi,Sindh,2,6999,0,6999,13998,8000,5998,EasyPaisa,Delivered
AHS-1534,16-Dec-2024,19-Dec-2024,3,Water Absorbent Anti-Slip Mat Set,Mats,Mats,Islamabad,ICT,2,2099,0,2099,4198,2200,1998,COD,Delivered
AHS-1535,17-Dec-2024,19-Dec-2024,2,Luxury Velvet Rug LV-324,Rugs,Luxury Velvet Rugs,Karachi,Sindh,1,8999,0,8999,8999,5500,3499,COD,Delivered
AHS-1536,17-Dec-2024,19-Dec-2024,2,Rosewood Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Faisalabad,Punjab,1,5999,0.1,5399,5399,3200,2199,EasyPaisa,Delivered
AHS-1537,17-Dec-2024,20-Dec-2024,3,Modern Rug MD-202,Rugs,Modern Rugs,Lahore,Punjab,1,6999,0.1,6299,6299,4000,2299,COD,Returned
AHS-1538,17-Dec-2024,18-Dec-2024,1,Jingle Bedsheet,Bedding,Bed Sheets,Islamabad,ICT,1,2650,0.1,2385,2385,1400,985,EasyPaisa,Delivered
AHS-1539,17-Dec-2024,19-Dec-2024,2,Kitchen Anti-Fatigue Mat,Mats,Mats,Karachi,Sindh,2,2499,0,2499,4998,2600,2398,Bank Transfer,Delivered
AHS-1540,17-Dec-2024,22-Dec-2024,5,Modern Rug MD-211,Rugs,Modern Rugs,Peshawar,KPK,1,8999,0.1,8099,8099,5500,2599,COD,Delivered
AHS-1541,18-Dec-2024,22-Dec-2024,4,Luxury Velvet Rug LV-309,Rugs,Luxury Velvet Rugs,Sialkot,Punjab,1,8999,0,8999,8999,5500,3499,Bank Transfer,Delivered
AHS-1542,18-Dec-2024,22-Dec-2024,4,Water Absorbent Anti-Slip Mat Set,Mats,Mats,Peshawar,KPK,2,2099,0.2,1679,3358,2200,1158,COD,Delivered
AHS-1543,18-Dec-2024,22-Dec-2024,4,Luxury Velvet Rug LV-310,Rugs,Luxury Velvet Rugs,Quetta,Balochistan,1,8999,0.15,7649,7649,5500,2149,COD,Cancelled
AHS-1544,18-Dec-2024,22-Dec-2024,4,Chestnut Bedsheet,Bedding,Bed Sheets,Faisalabad,Punjab,1,2999,0.1,2699,2699,1500,1199,Bank Transfer,Returned
AHS-1545,18-Dec-2024,21-Dec-2024,3,Luxury Velvet Rug LV-326,Rugs,Luxury Velvet Rugs,Multan,Punjab,1,11999,0,11999,11999,7500,4499,Bank Transfer,Delivered
AHS-1546,18-Dec-2024,22-Dec-2024,4,Fleece Blanket Grey,Bedding,Blankets,Faisalabad,Punjab,1,3500,0,3500,3500,1800,1700,EasyPaisa,Delivered
AHS-1547,19-Dec-2024,22-Dec-2024,3,Chestnut Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Faisalabad,Punjab,1,5999,0.15,5099,5099,3200,1899,EasyPaisa,Delivered
AHS-1548,19-Dec-2024,20-Dec-2024,1,Water Absorbent Anti-Slip Mat Set,Mats,Mats,Lahore,Punjab,1,2099,0.15,1784,1784,1100,684,Bank Transfer,Delivered
AHS-1549,19-Dec-2024,20-Dec-2024,1,Luxury Velvet Rug LV-315,Rugs,Luxury Velvet Rugs,Lahore,Punjab,3,9999,0.28,7199,21597,18600,2997,Bank Transfer,Delivered
AHS-1550,20-Dec-2024,23-Dec-2024,3,Fleece Blanket Purple,Bedding,Blankets,Karachi,Sindh,2,3500,0.2,2800,5600,3600,2000,COD,Delivered
AHS-1551,20-Dec-2024,24-Dec-2024,4,Luxury Velvet Rug LV-312,Rugs,Luxury Velvet Rugs,Faisalabad,Punjab,1,9999,0.1,8999,8999,6200,2799,JazzCash,Delivered
AHS-1552,20-Dec-2024,22-Dec-2024,2,Modern Rug MD-202,Rugs,Modern Rugs,Karachi,Sindh,1,6999,0,6999,6999,4000,2999,COD,Delivered
AHS-1553,20-Dec-2024,22-Dec-2024,2,Serenity Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2650,0,2650,2650,1400,1250,COD,Delivered
AHS-1554,20-Dec-2024,24-Dec-2024,4,Modern Rug MD-205,Rugs,Modern Rugs,Rawalpindi,Punjab,1,8999,0,8999,8999,5500,3499,COD,Delivered
AHS-1555,21-Dec-2024,24-Dec-2024,3,Modern Rug MD-208,Rugs,Modern Rugs,Faisalabad,Punjab,1,6999,0,6999,6999,4000,2999,COD,Delivered
AHS-1556,21-Dec-2024,22-Dec-2024,1,Modern Rug MD-212,Rugs,Modern Rugs,Karachi,Sindh,1,8999,0.1,8099,8099,5500,2599,COD,Delivered
AHS-1557,22-Dec-2024,27-Dec-2024,5,Chestnut Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Rawalpindi,Punjab,1,5999,0,5999,5999,3200,2799,Bank Transfer,Returned
AHS-1558,22-Dec-2024,25-Dec-2024,3,Water Absorbent Anti-Slip Mat Set,Mats,Mats,Multan,Punjab,3,2099,0,2099,6297,3300,2997,COD,Delivered
AHS-1559,22-Dec-2024,26-Dec-2024,4,Serenity Bedsheet,Bedding,Bed Sheets,Rawalpindi,Punjab,1,2650,0.2,2120,2120,1400,720,COD,Returned
AHS-1560,22-Dec-2024,24-Dec-2024,2,Mosaic Bedsheet,Bedding,Bed Sheets,Quetta,Balochistan,2,2650,0,2650,5300,2800,2500,COD,Delivered
AHS-1561,23-Dec-2024,25-Dec-2024,2,Fleece Blanket Beige,Bedding,Blankets,Peshawar,KPK,1,3500,0.1,3150,3150,1800,1350,COD,Returned
AHS-1562,23-Dec-2024,24-Dec-2024,1,Lavender Stripe Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0,2999,2999,1500,1499,EasyPaisa,Delivered
AHS-1563,23-Dec-2024,25-Dec-2024,2,Modern Rug MD-213,Rugs,Modern Rugs,Multan,Punjab,2,6999,0.15,5949,11898,8000,3898,EasyPaisa,Delivered
AHS-1564,24-Dec-2024,26-Dec-2024,2,Night Petals Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,2,2999,0,2999,5998,3000,2998,COD,Delivered
AHS-1565,25-Dec-2024,27-Dec-2024,2,Water Absorbent Anti-Slip Mat Set,Mats,Mats,Karachi,Sindh,2,2099,0.2,1679,3358,2200,1158,COD,Delivered
AHS-1566,25-Dec-2024,26-Dec-2024,1,Luxury Velvet Rug LV-326,Rugs,Luxury Velvet Rugs,Lahore,Punjab,1,11999,0,11999,11999,7500,4499,Bank Transfer,Delivered
AHS-1567,26-Dec-2024,29-Dec-2024,3,Kitchen Anti-Fatigue Mat,Mats,Mats,Karachi,Sindh,2,2499,0,2499,4998,2600,2398,COD,Delivered
AHS-1568,26-Dec-2024,27-Dec-2024,1,Luxury Velvet Rug LV-304,Rugs,Luxury Velvet Rugs,Islamabad,ICT,1,8999,0.2,7199,7199,5500,1699,EasyPaisa,Delivered
AHS-1569,26-Dec-2024,28-Dec-2024,2,Modern Rug MD-207,Rugs,Modern Rugs,Karachi,Sindh,1,6999,0.15,5949,5949,4000,1949,EasyPaisa,Delivered
AHS-1570,26-Dec-2024,27-Dec-2024,1,Night Petals Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,2,2999,0.28,2159,4318,3000,1318,Bank Transfer,Delivered
AHS-1571,27-Dec-2024,29-Dec-2024,2,Water Absorbent Anti-Slip Mat Set,Mats,Mats,Peshawar,KPK,1,2099,0,2099,2099,1100,999,COD,Delivered
AHS-1572,27-Dec-2024,30-Dec-2024,3,Luxury Velvet Rug LV-304,Rugs,Luxury Velvet Rugs,Karachi,Sindh,2,8999,0.15,7649,15298,11000,4298,JazzCash,Delivered
AHS-1573,27-Dec-2024,30-Dec-2024,3,Night Petals Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0.15,2549,2549,1500,1049,COD,Delivered
AHS-1574,28-Dec-2024,1-Jan-2025,4,Jingle Bedsheet,Bedding,Bed Sheets,Peshawar,KPK,3,2650,0.28,1908,5724,4200,1524,COD,Delivered
AHS-1575,29-Dec-2024,1-Jan-2025,3,Lavender Stripe Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0.1,2699,2699,1500,1199,COD,Returned
AHS-1576,29-Dec-2024,1-Jan-2025,3,Coco Blossom Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Karachi,Sindh,1,5999,0.2,4799,4799,3200,1599,COD,Delivered
AHS-1577,29-Dec-2024,1-Jan-2025,3,Luxury Velvet Rug LV-304,Rugs,Luxury Velvet Rugs,Rawalpindi,Punjab,1,8999,0.1,8099,8099,5500,2599,JazzCash,Delivered
AHS-1578,30-Dec-2024,1-Jan-2025,2,Opal Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,2,2650,0.15,2252,4504,2800,1704,COD,Delivered
AHS-1579,30-Dec-2024,4-Jan-2025,5,Terracotta Bloom Bedsheet,Bedding,Bed Sheets,Rawalpindi,Punjab,1,2999,0.1,2699,2699,1500,1199,EasyPaisa,Delivered
AHS-1580,30-Dec-2024,2-Jan-2025,3,Water Absorbent Anti-Slip Mat Set,Mats,Mats,Karachi,Sindh,1,2099,0,2099,2099,1100,999,EasyPaisa,Delivered
